id,room_id,date,block_type,booking_id,current_rate,channel,min_stay_active,min_stay_nights,floor_rate,channel_partner,offer_id
D07_2026-05-07,D07,2026-05-07,SOFT,BKD7E,6000,OTA,f,1,0,,
E05_2026-04-17,E05,2026-04-17,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-18,E05,2026-04-18,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-19,E05,2026-04-19,EMPTY,,1500,OTA,f,1,0,,
D08_2026-04-12,D08,2026-04-12,EMPTY,,6000,OTA,f,1,0,,
E05_2026-04-20,E05,2026-04-20,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-21,E05,2026-04-21,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-22,E05,2026-04-22,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-23,E05,2026-04-23,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-24,E05,2026-04-24,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-25,E05,2026-04-25,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-26,E05,2026-04-26,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-27,E05,2026-04-27,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-28,E05,2026-04-28,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-29,E05,2026-04-29,EMPTY,,1500,OTA,f,1,0,,
E05_2026-04-30,E05,2026-04-30,EMPTY,,1500,OTA,f,1,0,,
S01_2026-04-09,S01,2026-04-09,SOFT,BKS5A,2500,OTA,f,1,0,,
S01_2026-04-10,S01,2026-04-10,SOFT,BKS5A,2500,OTA,f,1,0,,
D08_2026-04-15,D08,2026-04-15,EMPTY,,6000,OTA,f,1,0,,
D07_2026-05-03,D07,2026-05-03,SOFT,BKD6E,6000,OTA,f,1,0,,
D07_2026-05-04,D07,2026-05-04,SOFT,BKD6E,6000,OTA,f,1,0,,
D07_2026-05-05,D07,2026-05-05,SOFT,BKD6E,6000,OTA,f,1,0,,
D07_2026-05-06,D07,2026-05-06,SOFT,BKD6E,6000,OTA,f,1,0,,
E05_2026-05-01,E05,2026-05-01,EMPTY,,1500,OTA,f,1,0,,
E05_2026-05-02,E05,2026-05-02,EMPTY,,1500,OTA,f,1,0,,
E05_2026-05-03,E05,2026-05-03,EMPTY,,1500,OTA,f,1,0,,
E05_2026-05-04,E05,2026-05-04,EMPTY,,1500,OTA,f,1,0,,
E05_2026-05-05,E05,2026-05-05,EMPTY,,1500,OTA,f,1,0,,
E05_2026-05-06,E05,2026-05-06,EMPTY,,1500,OTA,f,1,0,,
E11_2026-04-10,E11,2026-04-10,EMPTY,,1500,OTA,f,1,0,,
D08_2026-05-01,D08,2026-05-01,SOFT,BKD8D,6000,OTA,f,1,0,,
D08_2026-05-02,D08,2026-05-02,SOFT,BKD8D,6000,OTA,f,1,0,,
D08_2026-05-03,D08,2026-05-03,SOFT,BKD8D,6000,OTA,f,1,0,,
D08_2026-05-04,D08,2026-05-04,SOFT,BKD8D,6000,OTA,f,1,0,,
D08_2026-05-05,D08,2026-05-05,SOFT,BKD8D,6000,OTA,f,1,0,,
D08_2026-05-06,D08,2026-05-06,EMPTY,,6000,OTA,f,1,0,,
D08_2026-05-07,D08,2026-05-07,EMPTY,,6000,OTA,f,1,0,,
D09_2026-05-05,D09,2026-05-05,EMPTY,,6000,DIRECT,f,1,0,,
S03_2026-04-10,S03,2026-04-10,SOFT,BKS7A,2500,OTA,f,1,0,,
D09_2026-05-06,D09,2026-05-06,EMPTY,,6000,DIRECT,f,1,0,,
D10_2026-05-03,D10,2026-05-03,SOFT,BKD2E,6500,OTA,f,1,0,,
S02_2026-05-06,S02,2026-05-06,EMPTY,,2500,OTA,f,1,0,,
D10_2026-05-04,D10,2026-05-04,SOFT,BKD2E,6500,OTA,f,1,0,,
D10_2026-04-20,D10,2026-04-20,SOFT,BKD2C,6500,OTA,f,1,0,,
D08_2026-04-26,D08,2026-04-26,SOFT,31160F06,6000,DIRECT,f,1,0,,
D08_2026-04-27,D08,2026-04-27,SOFT,BKD6D,6000,DIRECT,f,1,0,,
D08_2026-04-28,D08,2026-04-28,SOFT,BKD6D,6000,DIRECT,f,1,0,,
D08_2026-04-29,D08,2026-04-29,SOFT,BKD6D,6000,DIRECT,f,1,0,,
D09_2026-05-03,D09,2026-05-03,EMPTY,,6000,OTA,f,1,0,,
D09_2026-05-07,D09,2026-05-07,EMPTY,,6000,OTA,f,1,0,,
S02_2026-05-07,S02,2026-05-07,EMPTY,,2500,OTA,f,1,0,,
D10_2026-04-13,D10,2026-04-13,EMPTY,,6500,OTA,f,1,0,,
S03_2026-04-15,S03,2026-04-15,SOFT,BKS6B,2500,OTA,f,1,0,,
D10_2026-04-26,D10,2026-04-26,EMPTY,,6500,OTA,f,1,0,,
D09_2026-04-26,D09,2026-04-26,EMPTY,,6000,OTA,f,1,0,,
D10_2026-05-07,D10,2026-05-07,EMPTY,,6500,OTA,f,1,0,,
U01_2026-04-08,U01,2026-04-08,SOFT,BKU1A,9000,OTA,f,1,0,,
U01_2026-04-09,U01,2026-04-09,SOFT,BKU1A,9000,OTA,f,1,0,,
U01_2026-04-10,U01,2026-04-10,SOFT,BKU1A,9000,OTA,f,1,0,,
U01_2026-04-11,U01,2026-04-11,SOFT,BKU1A,9000,OTA,f,1,0,,
U01_2026-04-12,U01,2026-04-12,SOFT,BKU1A,9000,OTA,f,1,0,,
S03_2026-04-16,S03,2026-04-16,SOFT,BKS6B,2500,OTA,f,1,0,,
S03_2026-04-17,S03,2026-04-17,SOFT,BKS6B,2500,OTA,f,1,0,,
D08_2026-04-30,D08,2026-04-30,SOFT,BKD6D,6000,OTA,f,1,0,,
D09_2026-05-04,D09,2026-05-04,EMPTY,,6000,DIRECT,f,1,0,,
D10_2026-05-05,D10,2026-05-05,SOFT,BKD2E,6500,OTA,f,1,0,,
D10_2026-05-06,D10,2026-05-06,SOFT,BKD2E,6500,OTA,f,1,0,,
S03_2026-04-23,S03,2026-04-23,EMPTY,,2500,OTA,f,1,0,,
S03_2026-04-13,S03,2026-04-13,SOFT,BKS8A,2500,OTA,f,1,0,,
S03_2026-04-14,S03,2026-04-14,SOFT,BKS6B,2500,OTA,f,1,0,,
S03_2026-04-09,S03,2026-04-09,EMPTY,,2500,OTA,f,1,0,,
E05_2026-05-07,E05,2026-05-07,EMPTY,,1500,OTA,f,1,0,,
E05_2026-05-08,E05,2026-05-08,EMPTY,,1500,OTA,f,1,0,,
E11_2026-04-13,E11,2026-04-13,EMPTY,,1500,OTA,f,1,0,,
E11_2026-04-14,E11,2026-04-14,EMPTY,,1500,OTA,f,1,0,,
E11_2026-04-15,E11,2026-04-15,EMPTY,,1500,OTA,f,1,0,,
E11_2026-04-16,E11,2026-04-16,EMPTY,,1500,OTA,f,1,0,,
E11_2026-04-17,E11,2026-04-17,EMPTY,,1500,OTA,f,1,0,,
E11_2026-04-18,E11,2026-04-18,EMPTY,,1500,OTA,f,1,0,,
E11_2026-04-19,E11,2026-04-19,EMPTY,,1500,OTA,f,1,0,,
D07_2026-04-21,D07,2026-04-21,SOFT,DCB245F1,6000,DIRECT,f,1,0,,
D07_2026-04-22,D07,2026-04-22,SOFT,DCB245F1,6000,DIRECT,f,1,0,,
D07_2026-04-23,D07,2026-04-23,SOFT,BKD8C,6000,DIRECT,f,1,0,,
S06_2026-04-23,S06,2026-04-23,SOFT,FD51F01C,2800,DIRECT,f,1,0,,
S06_2026-04-24,S06,2026-04-24,SOFT,BKS4D,2800,OTA,f,1,0,,
S06_2026-05-05,S06,2026-05-05,SOFT,BKS9C,2800,OTA,f,1,0,,
U01_2026-05-04,U01,2026-05-04,SOFT,BKU1E,9000,OTA,f,1,0,,
U01_2026-05-05,U01,2026-05-05,SOFT,BKU1E,9000,OTA,f,1,0,,
U01_2026-05-06,U01,2026-05-06,SOFT,BKU1E,9000,OTA,f,1,0,,
U01_2026-05-07,U01,2026-05-07,EMPTY,,9000,OTA,f,1,0,,
U02_2026-04-08,U02,2026-04-08,SOFT,BKU2A,9000,OTA,f,1,0,,
U02_2026-04-09,U02,2026-04-09,SOFT,BKU2A,9000,OTA,f,1,0,,
U02_2026-04-10,U02,2026-04-10,SOFT,BKU2A,9000,OTA,f,1,0,,
U02_2026-04-11,U02,2026-04-11,SOFT,BKU2A,9000,OTA,f,1,0,,
U02_2026-04-12,U02,2026-04-12,SOFT,BKU2A,9000,OTA,f,1,0,,
U02_2026-04-13,U02,2026-04-13,EMPTY,,8500,OTA,t,1,0,,
U03_2026-04-12,U03,2026-04-12,SOFT,67E3FD4B,9500,OTA,f,1,0,,
U03_2026-04-19,U03,2026-04-19,SOFT,67E3FD4B,9500,OTA,f,1,0,,
U03_2026-04-20,U03,2026-04-20,SOFT,67E3FD4B,9500,DIRECT,f,1,0,,
D07_2026-04-24,D07,2026-04-24,SOFT,BKD8C,6000,DIRECT,f,1,0,,
U03_2026-04-21,U03,2026-04-21,SOFT,67E3FD4B,9500,DIRECT,f,1,0,,
U03_2026-05-03,U03,2026-05-03,SOFT,BKU4C,9500,OTA,f,1,0,,
S03_2026-04-29,S03,2026-04-29,EMPTY,,2500,DIRECT,f,1,0,,
S04_2026-04-29,S04,2026-04-29,SOFT,BKS7D,2800,OTA,f,1,0,,
U02_2026-05-04,U02,2026-05-04,SOFT,BKU5E,9000,OTA,f,1,0,,
U02_2026-05-05,U02,2026-05-05,SOFT,BKU5E,9000,OTA,f,1,0,,
U02_2026-05-06,U02,2026-05-06,SOFT,BKU5E,9000,OTA,f,1,0,,
U02_2026-05-07,U02,2026-05-07,EMPTY,,9000,OTA,f,1,0,,
U03_2026-04-08,U03,2026-04-08,HARD,,9500,OTA,f,1,0,,
U03_2026-04-09,U03,2026-04-09,HARD,,9500,OTA,f,1,0,,
U03_2026-04-10,U03,2026-04-10,HARD,,9500,OTA,f,1,0,,
U03_2026-04-11,U03,2026-04-11,HARD,,9500,OTA,f,1,0,,
U03_2026-05-04,U03,2026-05-04,SOFT,BKU3E,9500,OTA,f,1,0,,
U03_2026-05-05,U03,2026-05-05,SOFT,BKU3E,9500,OTA,f,1,0,,
U03_2026-05-06,U03,2026-05-06,SOFT,BKU3E,9500,OTA,f,1,0,,
U03_2026-05-07,U03,2026-05-07,EMPTY,,9500,OTA,f,1,0,,
U04_2026-04-08,U04,2026-04-08,SOFT,BKU4A,9500,OTA,f,1,0,,
U04_2026-04-09,U04,2026-04-09,SOFT,BKU4A,9500,OTA,f,1,0,,
U04_2026-04-10,U04,2026-04-10,SOFT,BKU4A,9500,OTA,f,1,0,,
U04_2026-04-11,U04,2026-04-11,SOFT,BKU4A,9500,OTA,f,1,0,,
U04_2026-04-12,U04,2026-04-12,SOFT,BKU4A,9500,OTA,f,1,0,,
U04_2026-04-13,U04,2026-04-13,SOFT,BKU4A,9500,OTA,f,1,0,,
U04_2026-04-14,U04,2026-04-14,SOFT,BKU4A,9500,OTA,f,1,0,,
U04_2026-04-21,U04,2026-04-21,SOFT,BKU4B,9500,OTA,f,1,0,,
S01_2026-04-11,S01,2026-04-11,SOFT,BKS5A,2500,OTA,f,1,0,,
S05_2026-04-09,S05,2026-04-09,SOFT,BKS5A,2800,OTA,f,1,0,,
S05_2026-04-10,S05,2026-04-10,SOFT,BKS5A,2800,OTA,f,1,0,,
S05_2026-04-11,S05,2026-04-11,SOFT,BKS5A,2800,OTA,f,1,0,,
S05_2026-04-12,S05,2026-04-12,SOFT,BKS5A,2800,OTA,f,1,0,,
D07_2026-04-30,D07,2026-04-30,EMPTY,,6000,OTA,f,1,0,,
E11_2026-05-05,E11,2026-05-05,EMPTY,,1500,OTA,f,1,0,,
E11_2026-05-06,E11,2026-05-06,EMPTY,,1500,OTA,f,1,0,,
E11_2026-05-07,E11,2026-05-07,EMPTY,,1500,OTA,f,1,0,,
E11_2026-05-08,E11,2026-05-08,EMPTY,,1500,OTA,f,1,0,,
E13_2026-06-09,E13,2026-06-09,SOFT,B9598ED2,1400,OTA,f,1,0,Priceline,
E13_2026-06-10,E13,2026-06-10,SOFT,B9598ED2,1400,OTA,f,1,0,Priceline,
E13_2026-06-11,E13,2026-06-11,SOFT,B9598ED2,1400,OTA,f,1,0,Priceline,
E13_2026-06-12,E13,2026-06-12,SOFT,0D33565C,1400,OTA,f,1,0,Priceline,
E13_2026-06-13,E13,2026-06-13,SOFT,0D33565C,1400,OTA,f,1,0,Priceline,
E13_2026-06-14,E13,2026-06-14,SOFT,0D33565C,1400,OTA,f,1,0,Priceline,
E13_2026-06-07,E13,2026-06-07,EMPTY,,1500,DIRECT,f,1,0,,
U04_2026-04-22,U04,2026-04-22,SOFT,BKU4B,9500,OTA,f,1,0,,
U04_2026-04-23,U04,2026-04-23,SOFT,BKU4B,9500,OTA,f,1,0,,
U04_2026-04-24,U04,2026-04-24,SOFT,BKU4B,9500,OTA,f,1,0,,
U04_2026-04-25,U04,2026-04-25,SOFT,BKU4B,9500,OTA,f,1,0,,
U04_2026-04-26,U04,2026-04-26,SOFT,BKU4B,9500,OTA,f,1,0,,
U04_2026-04-27,U04,2026-04-27,SOFT,BKU4B,9500,OTA,f,1,0,,
D03_2026-04-19,D03,2026-04-19,HARD,,5000,OTA,f,1,0,,
U04_2026-05-05,U04,2026-05-05,SOFT,BKU10C,9500,OTA,f,1,0,,
U04_2026-05-06,U04,2026-05-06,SOFT,BKU10C,9500,OTA,f,1,0,,
D03_2026-04-20,D03,2026-04-20,SOFT,72F5195F,5000,OTA,f,1,0,,
D03_2026-04-21,D03,2026-04-21,SOFT,72F5195F,5000,OTA,f,1,0,,
D03_2026-04-22,D03,2026-04-22,SOFT,72F5195F,5000,OTA,f,1,0,,
U04_2026-05-07,U04,2026-05-07,EMPTY,,9500,OTA,f,1,0,,
U05_2026-04-08,U05,2026-04-08,SOFT,BKU5A,10000,OTA,f,1,0,,
U05_2026-04-09,U05,2026-04-09,SOFT,BKU5A,10000,OTA,f,1,0,,
U05_2026-04-10,U05,2026-04-10,SOFT,BKU5A,10000,OTA,f,1,0,,
U05_2026-04-11,U05,2026-04-11,SOFT,BKU5A,10000,OTA,f,1,0,,
U05_2026-04-12,U05,2026-04-12,SOFT,BKU5A,10000,OTA,f,1,0,,
U05_2026-04-13,U05,2026-04-13,EMPTY,,10000,OTA,f,1,0,,
U05_2026-04-14,U05,2026-04-14,SOFT,BKU5B,10000,OTA,f,1,0,,
U05_2026-04-15,U05,2026-04-15,SOFT,BKU5B,10000,OTA,f,1,0,,
U05_2026-04-16,U05,2026-04-16,SOFT,BKU5B,10000,OTA,f,1,0,,
U05_2026-04-17,U05,2026-04-17,SOFT,BKU5B,10000,OTA,f,1,0,,
U05_2026-04-18,U05,2026-04-18,SOFT,BKU5B,10000,OTA,f,1,0,,
U05_2026-04-19,U05,2026-04-19,EMPTY,,10000,OTA,f,1,0,,
D03_2026-04-23,D03,2026-04-23,SOFT,72F5195F,5000,OTA,f,1,0,,
U05_2026-05-04,U05,2026-05-04,EMPTY,,10000,OTA,f,1,0,,
S01_2026-06-09,S01,2026-06-09,EMPTY,,2500,DIRECT,f,1,0,,
U05_2026-05-05,U05,2026-05-05,SOFT,BKU9D,10000,OTA,f,1,0,,
U05_2026-05-06,U05,2026-05-06,SOFT,BKU9D,10000,OTA,f,1,0,,
D03_2026-04-16,D03,2026-04-16,SOFT,BKD7B,5000,OTA,f,1,0,,
U05_2026-05-07,U05,2026-05-07,EMPTY,,10000,OTA,f,1,0,,
U06_2026-04-08,U06,2026-04-08,SOFT,BKU6A,10000,OTA,f,1,0,,
U06_2026-04-09,U06,2026-04-09,SOFT,BKU6A,10000,OTA,f,1,0,,
U06_2026-04-10,U06,2026-04-10,SOFT,BKU6A,10000,OTA,f,1,0,,
U06_2026-04-11,U06,2026-04-11,SOFT,BKU6A,10000,OTA,f,1,0,,
U06_2026-04-12,U06,2026-04-12,SOFT,BKU6A,10000,OTA,f,1,0,,
U06_2026-04-13,U06,2026-04-13,EMPTY,,10000,OTA,f,1,0,,
U06_2026-04-14,U06,2026-04-14,SOFT,BKU6B,10000,OTA,f,1,0,,
U06_2026-04-15,U06,2026-04-15,SOFT,BKU6B,10000,OTA,f,1,0,,
U06_2026-04-16,U06,2026-04-16,SOFT,BKU6B,10000,OTA,f,1,0,,
U06_2026-04-17,U06,2026-04-17,SOFT,BKU6B,10000,OTA,f,1,0,,
U06_2026-04-18,U06,2026-04-18,SOFT,BKU6B,10000,OTA,f,1,0,,
U06_2026-04-19,U06,2026-04-19,SOFT,BKU6B,10000,OTA,f,1,0,,
D03_2026-04-17,D03,2026-04-17,SOFT,BKD7B,5000,OTA,f,1,0,,
D03_2026-04-18,D03,2026-04-18,SOFT,BKD7B,5000,OTA,f,1,0,,
U06_2026-04-28,U06,2026-04-28,SOFT,BKU8D,10000,OTA,f,1,0,,
U06_2026-05-04,U06,2026-05-04,SOFT,BKU7D,10000,OTA,f,1,0,,
U06_2026-05-05,U06,2026-05-05,SOFT,BKU7D,10000,OTA,f,1,0,,
U06_2026-05-06,U06,2026-05-06,SOFT,BKU7D,10000,OTA,f,1,0,,
U04_2026-05-04,U04,2026-05-04,SOFT,BKU10C,9500,DIRECT,f,1,0,,
S01_2026-05-31,S01,2026-05-31,EMPTY,,2500,DIRECT,f,1,0,,
U06_2026-05-07,U06,2026-05-07,EMPTY,,10000,OTA,f,1,0,,
U07_2026-04-08,U07,2026-04-08,SOFT,BKU7A,10500,OTA,f,1,0,,
U07_2026-04-09,U07,2026-04-09,SOFT,BKU7A,10500,OTA,f,1,0,,
U07_2026-04-10,U07,2026-04-10,SOFT,BKU7A,10500,OTA,f,1,0,,
U07_2026-04-11,U07,2026-04-11,SOFT,BKU7A,10500,OTA,f,1,0,,
U07_2026-04-12,U07,2026-04-12,SOFT,BKU7A,10500,OTA,f,1,0,,
U07_2026-04-13,U07,2026-04-13,SOFT,BKU7A,10500,OTA,f,1,0,,
S01_2026-06-10,S01,2026-06-10,SOFT,DB8647A8,2330,OTA,f,1,0,Booking.com,
U07_2026-04-14,U07,2026-04-14,HARD,,10500,OTA,t,1,0,,
U05_2026-04-26,U05,2026-04-26,SOFT,BKU6C,10000,OTA,f,1,0,,
U05_2026-04-27,U05,2026-04-27,SOFT,BKU1D,10000,OTA,f,1,0,,
E11_2026-05-09,E11,2026-05-09,EMPTY,,1500,OTA,f,1,0,,
E13_2026-06-24,E13,2026-06-24,EMPTY,,1500,DIRECT,f,1,0,,
E13_2026-06-25,E13,2026-06-25,EMPTY,,1500,DIRECT,f,1,0,,
E13_2026-06-29,E13,2026-06-29,EMPTY,,1500,DIRECT,f,1,0,,
E13_2026-06-23,E13,2026-06-23,SOFT,39083514,1470,DIRECT,f,1,0,,
E13_2026-06-26,E13,2026-06-26,SOFT,49AE1514,1530,DIRECT,f,1,0,,
E13_2026-06-27,E13,2026-06-27,SOFT,49AE1514,1530,DIRECT,f,1,0,,
E13_2026-06-28,E13,2026-06-28,SOFT,49AE1514,1530,DIRECT,f,1,0,,
U09_2026-04-26,U09,2026-04-26,EMPTY,,11000,OTA,f,1,0,,
U07_2026-04-23,U07,2026-04-23,SOFT,BKU7C,10500,DIRECT,f,1,0,,
U07_2026-04-24,U07,2026-04-24,SOFT,BKU7C,10500,DIRECT,f,1,0,,
U07_2026-04-25,U07,2026-04-25,SOFT,BKU7C,10500,DIRECT,f,1,0,,
U07_2026-04-26,U07,2026-04-26,SOFT,BKU7C,10500,DIRECT,f,1,0,,
U07_2026-04-27,U07,2026-04-27,SOFT,BKU7C,10500,DIRECT,f,1,0,,
U07_2026-04-28,U07,2026-04-28,SOFT,BKU7C,10500,DIRECT,f,1,0,,
U07_2026-04-29,U07,2026-04-29,SOFT,BKU7C,10500,DIRECT,f,1,0,,
U07_2026-04-30,U07,2026-04-30,EMPTY,,10500,OTA,f,1,0,,
U07_2026-05-07,U07,2026-05-07,EMPTY,,10500,OTA,f,1,0,,
U08_2026-04-08,U08,2026-04-08,SOFT,BKU8A,10500,OTA,f,1,0,,
U08_2026-04-09,U08,2026-04-09,SOFT,BKU8A,10500,OTA,f,1,0,,
U08_2026-04-10,U08,2026-04-10,SOFT,BKU8A,10500,OTA,f,1,0,,
U08_2026-04-11,U08,2026-04-11,SOFT,BKU8A,10500,OTA,f,1,0,,
U08_2026-04-12,U08,2026-04-12,SOFT,BKU8A,10500,OTA,f,1,0,,
U08_2026-04-13,U08,2026-04-13,EMPTY,,10500,OTA,f,1,0,,
U08_2026-04-14,U08,2026-04-14,SOFT,BKU8B,10500,OTA,f,1,0,,
U08_2026-04-15,U08,2026-04-15,SOFT,BKU8B,10500,OTA,f,1,0,,
U08_2026-04-16,U08,2026-04-16,SOFT,BKU8B,10500,OTA,f,1,0,,
U08_2026-04-17,U08,2026-04-17,SOFT,BKU8B,10500,OTA,f,1,0,,
U08_2026-04-18,U08,2026-04-18,SOFT,BKU8B,10500,OTA,f,1,0,,
U08_2026-04-19,U08,2026-04-19,EMPTY,,10500,OTA,f,1,0,,
U10_2026-04-11,U10,2026-04-11,EMPTY,,11000,OTA,f,1,0,,
U07_2026-05-01,U07,2026-05-01,EMPTY,,10500,OTA,f,1,0,,
U07_2026-05-02,U07,2026-05-02,EMPTY,,10500,OTA,f,1,0,,
U07_2026-05-03,U07,2026-05-03,EMPTY,,10500,OTA,f,1,0,,
U07_2026-05-04,U07,2026-05-04,EMPTY,,10500,OTA,f,1,0,,
U09_2026-04-11,U09,2026-04-11,SOFT,BKU10A,9500,OTA,t,1,0,,
U09_2026-04-12,U09,2026-04-12,SOFT,BKU10A,11000,OTA,f,1,0,,
U09_2026-04-13,U09,2026-04-13,SOFT,BKU10A,11000,OTA,f,1,0,,
U09_2026-04-14,U09,2026-04-14,SOFT,BKU10A,11000,OTA,f,1,0,,
U09_2026-04-15,U09,2026-04-15,SOFT,BKU10A,11000,OTA,f,1,0,,
U09_2026-04-27,U09,2026-04-27,EMPTY,,11000,OTA,f,1,0,,
U09_2026-04-28,U09,2026-04-28,EMPTY,,11000,OTA,f,1,0,,
U08_2026-05-02,U08,2026-05-02,SOFT,BKU8E,10500,OTA,f,1,0,,
U08_2026-05-03,U08,2026-05-03,SOFT,BKU8E,10500,OTA,f,1,0,,
U08_2026-05-04,U08,2026-05-04,SOFT,BKU8E,10500,OTA,f,1,0,,
U08_2026-05-05,U08,2026-05-05,SOFT,BKU8E,10500,OTA,f,1,0,,
U08_2026-05-06,U08,2026-05-06,SOFT,BKU8E,10500,OTA,f,1,0,,
U08_2026-05-07,U08,2026-05-07,EMPTY,,10500,OTA,f,1,0,,
U09_2026-04-08,U09,2026-04-08,SOFT,BKU9A,11000,OTA,f,1,0,,
U09_2026-04-09,U09,2026-04-09,SOFT,BKU9A,11000,OTA,f,1,0,,
U09_2026-04-10,U09,2026-04-10,SOFT,BKU9A,11000,OTA,f,1,0,,
U09_2026-04-16,U09,2026-04-16,EMPTY,,11000,OTA,f,1,0,,
U09_2026-04-25,U09,2026-04-25,EMPTY,,11000,OTA,f,1,0,,
U09_2026-05-04,U09,2026-05-04,EMPTY,,11000,OTA,f,1,0,,
U09_2026-05-07,U09,2026-05-07,EMPTY,,11000,OTA,f,1,0,,
U10_2026-04-08,U10,2026-04-08,SOFT,BKU10A,11000,OTA,f,1,0,,
U10_2026-04-09,U10,2026-04-09,SOFT,BKU10A,11000,OTA,f,1,0,,
U10_2026-04-10,U10,2026-04-10,SOFT,BKU10A,11000,OTA,f,1,0,,
U07_2026-04-22,U07,2026-04-22,HARD,,10500,OTA,f,1,0,,
U09_2026-04-29,U09,2026-04-29,EMPTY,,11000,OTA,f,1,0,,
U09_2026-04-30,U09,2026-04-30,EMPTY,,11000,OTA,f,1,0,,
U09_2026-05-01,U09,2026-05-01,EMPTY,,11000,OTA,f,1,0,,
U09_2026-05-02,U09,2026-05-02,EMPTY,,11000,OTA,f,1,0,,
U09_2026-05-03,U09,2026-05-03,EMPTY,,11000,OTA,f,1,0,,
U10_2026-04-12,U10,2026-04-12,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-13,U10,2026-04-13,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-14,U10,2026-04-14,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-15,U10,2026-04-15,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-16,U10,2026-04-16,SOFT,A1D0F18D,11000,OTA,f,1,0,,
S01_2026-06-20,S01,2026-06-20,SOFT,88F3275E,2590,DIRECT,f,1,0,,
U09_2026-05-05,U09,2026-05-05,EMPTY,,11000,DIRECT,f,1,0,,
U07_2026-05-05,U07,2026-05-05,SOFT,BKU2E,10500,OTA,f,1,0,,
U01_2026-04-26,U01,2026-04-26,SOFT,BKU9C,9000,OTA,f,1,0,,
U01_2026-04-27,U01,2026-04-27,SOFT,BKU9C,9000,OTA,f,1,0,,
E03_2026-04-09,E03,2026-04-09,EMPTY,,1500,OTA,f,1,0,,
E03_2026-04-10,E03,2026-04-10,EMPTY,,1500,OTA,f,1,0,,
E03_2026-04-11,E03,2026-04-11,EMPTY,,1500,OTA,f,1,0,,
E03_2026-04-12,E03,2026-04-12,EMPTY,,1500,OTA,f,1,0,,
E03_2026-04-13,E03,2026-04-13,EMPTY,,1500,OTA,f,1,0,,
D10_2026-04-28,D10,2026-04-28,HARD,,6500,OTA,f,1,0,,
D10_2026-04-27,D10,2026-04-27,HARD,,6500,OTA,f,1,0,,
D04_2026-05-02,D04,2026-05-02,SOFT,BKD5D,5500,OTA,f,1,0,,
U10_2026-05-03,U10,2026-05-03,EMPTY,,11000,OTA,f,1,0,,
U10_2026-05-07,U10,2026-05-07,EMPTY,,11000,OTA,f,1,0,,
U10_2026-05-05,U10,2026-05-05,SOFT,BKU6E,11000,DIRECT,f,1,0,,
U10_2026-04-17,U10,2026-04-17,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-18,U10,2026-04-18,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U05_2026-04-28,U05,2026-04-28,EMPTY,,10000,OTA,f,1,0,,
U10_2026-04-19,U10,2026-04-19,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-20,U10,2026-04-20,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-25,U10,2026-04-25,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-26,U10,2026-04-26,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-04-27,U10,2026-04-27,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U01_2026-04-28,U01,2026-04-28,SOFT,BKU9C,9000,OTA,f,1,0,,
U01_2026-04-29,U01,2026-04-29,SOFT,BKU9C,9000,OTA,f,1,0,,
U01_2026-04-30,U01,2026-04-30,SOFT,BKU9C,9000,OTA,f,1,0,,
U01_2026-05-03,U01,2026-05-03,SOFT,BKU9C,9000,OTA,f,1,0,,
U10_2026-04-28,U10,2026-04-28,SOFT,A1D0F18D,11000,OTA,f,1,0,,
U10_2026-05-06,U10,2026-05-06,SOFT,BKU6E,11000,DIRECT,f,1,0,,
D10_2026-04-15,D10,2026-04-15,SOFT,BKD5B,6500,OTA,f,1,0,,
D10_2026-04-25,D10,2026-04-25,EMPTY,,6500,OTA,f,1,0,,
D10_2026-04-16,D10,2026-04-16,SOFT,BKD5B,6500,OTA,f,1,0,,
D10_2026-04-21,D10,2026-04-21,SOFT,BKD2C,6500,OTA,f,1,0,,
D10_2026-04-22,D10,2026-04-22,SOFT,BKD2C,6500,OTA,f,1,0,,
D04_2026-05-01,D04,2026-05-01,EMPTY,,5500,OTA,f,1,0,,
D10_2026-04-08,D10,2026-04-08,SOFT,BKD4A,6500,OTA,f,1,0,,
